Proposal number,Study Sponsor(s),Title,Institution,Lead researcher,URL Path
10195,GSK,Relationship Between Baseline Blood Electrolyte Levels and Risk of Asthma Exacerbation,Gossamer Bio,Greg Opitek,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20337&GroupID=SUMMARIES
10204,Novartis,Validity of Renal Transplant Outcomes in the Australian and New Zealand Dialysis and Transplant Registry: Comparison with Clinical Trials Data,"Employer: Department of Renal Medicine, Royal Prince Alfred Hospital, Sydney, NSW, Australia  Research Affiliation: University of Sydney, Sydney, NSW, Australia",Tracey Ying,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20397&GroupID=SUMMARIES
11223,"Novartis, Roche, Sanofi",Individualizing Treatment Decisions for Adult Relapsing-Remitting Multiple Sclerosis Patients Using Statistical Learning Methods,"Department of Biostatistics, Epidemiology, Biostatistics and Prevention Institute, University of Zurich, Switzerland",Prof Dr Ulrike Held,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20600&GroupID=SUMMARIES
11229,GSK,Exploration of the Hospital Recovery Scale as an endpoint to assess clinical improvement in hospitalized influenza patients ,Janssen R&D Belgium,Wilbert van Duijnhoven,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20340&GroupID=SUMMARIES
11230,Sanofi,A systematic review of prognostic biomarkers in idiopathic pulmonary fibrosis,University of Nottingham ,Prof Gisli Jenkins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20598&GroupID=SUMMARIES
11236,GSK,Systemic Lupus Erythematosus Disease Activity Score (SLE-DAS) validation: post-hoc analysis of the BLISS-52 and BLISS-76 phase III trials.,"Professor of Rheumatology and Head of the CHUC Lupus Clinic, Rheumatology Department, Centro Hospitalar e Universitário de Coimbra. Coimbra, Portugal Professor of Rheumatology at Faculty of Health Sciences, University of Beira Interior. Covilhã, Portugal",Luís Inês,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20268&GroupID=SUMMARIES
11254,GSK,"Evaluation of the pharmacokinetics of valacyclovir in subjects 1 month of age or older in order to assist in the design of a safer, more beneficial study of its pharmacokinetics in neonates under 2 weeks of age.",University of Alabama at Birmingham,"David Kimberlin, MD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20353&GroupID=SUMMARIES
11278,"GSK, Sanofi",Exploration of regional heterogeneity in trials assessing the efficacy of recent non-insulin glucose lowering drugs on cardiovascular outcomes,"Pharmacologie clinique, Université Grenoble Alpes Centre d'Investigation Clinique, Inserm CIC1406 CHU Grenoble Alpes Laboratoire HP2, Inserm UMR 1042 Tel: 06 73 98 36 37 mroustit@chu-grenoble.fr",ROUSTIT MATTHIEU,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20599&GroupID=SUMMARIES
11280,GSK,Antibody response to primary and booster immunization in infants born to mothers immunized with pertussis-containing vaccines during pregnancy versus unimmunized women: a systematic review and meta-analysis,"University of British Columbia, Canada",Dr. Manish Sadarangani,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20396&GroupID=SUMMARIES
11283,GSK,Association between Vaginal Infection and Cervical Non-HPV16/18 Infection in Women after Bivalent HPV Vaccination,"Cancer Hospital, Chinese Academy of Medical Sciences",Fanghui Zhao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20338&GroupID=SUMMARIES
11288,Novartis,Clinical Trial Diversity for Common Dermatologic Diseases: A Systematic Review,University of Pennsylvania,Junko Takeshita,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20847&GroupID=SUMMARIES
11298,GSK,Development of personalised predictive models for the evolution of atopic dermatitis severity in response to treatment,"Department of Bioengineering, Imperial College London",Reiko Tanaka,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20341&GroupID=SUMMARIES
11302,GSK,Assessment of the prognostic impact of including standard serological markers in the definitions of remission and low lupus disease activity in patients with SLE,"University of Crete Medical School; University Hospital of Heraklion, Greece",George Bertsias,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20352&GroupID=SUMMARIES
11340,GSK,Towards precision medicine in Chronic Obstructive Pulmonary Diseases: predicting individual treatment response and general outcomes in SUMMIT,"University Hospitals Leuven Department of Respiratory Diseases Research Laboratory BREATHE, Department CHROMETA, KU Leuven Herestraat 49 3000 Leuven Belgium",Wim Janssens,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20395&GroupID=SUMMARIES
11347,GSK,"Estimation of primary, secondary and composite effects of the RTSS/AS01 vaccine",London School of Hygiene&Tropical Medicine,Paul Milligan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20597&GroupID=SUMMARIES
11384,GSK,Human papillomavirus(HPV) vaccine efficacy and immunogenicity in women with existing HPV infections,"National Cancer Center & Cancer Hospital,Chinese Academy of Medical Sciences",Fanghui Zhao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20393&GroupID=SUMMARIES
11385,Novartis,Can changes in blood eosinophils (white blood cells) following treatment with inhaled corticosteroids predict clinical response in chronic obstructive pulmonary disease? A post-hoc analysis of the FLAME trial.,"Division of Infection, Immunity and Respiratory Medicine, School of Biological Sciences, The University of Manchester,  Manchester, UK.  and  North West Lung Centre, Wythenshawe Hospital, Manchester University NHS Foundation Trust, Manchester, UK. ","Prof. Jørgen Vestbo DMSc, FRCP, FERS, FMedSci.",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20873&GroupID=SUMMARIES
11402,GSK,Examination of Placebo Variance,University of Miami Department of Biochemistry and Molecular Biology Miller School of Medicine,Edward Bowen,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21096&GroupID=SUMMARIES
11435,GSK,Natural history of human papillomavirus and associated lesions in healthy Chinese women,"National Cancer Center & Cancer Hospital,Chinese Academy of Medical Sciences",Fanghui Zhao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20399&GroupID=SUMMARIES
11485,Novartis,Comorbidity and Clinical Trials of Disease-Modifying Therapies in Multiple Sclerosis,The University of Texas Southwestern Medical Center ,Amber Salter,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20934&GroupID=SUMMARIES
11487,GSK,A secondary Data-Analysis of Post-Traumatic Stress Disorder (PTSD) and Clinician-Administered PTSD Scale for DSM-5 (CAPS- 5),"Tunnell Government Services, Inc., Subcontractor to General Dynamics Information Technology (GDIT) working in support of US Army Medical Materiel Development Activity, Warfighter Brain Health (WBH) Project Management Office (PMO)","Elyse Katz, Ph.D. ",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20619&GroupID=SUMMARIES
11492,"Eisai, Novartis","Meta-analysis of efficacy of cholinesterase inhibitors on individual neuropsychiatric symptoms in Alzheimer's disease, Parkinson's disease and dementia with Lewy bodies.",UMCG,Iris Sommer,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20933&GroupID=SUMMARIES
11504,GSK,Translating randomized controlled trial data to an external target population: a secondary analysis of data from the RV1 trial in South Africa and Malawi,"University of North Carolina at Chapel Hill, Department of Epidemiology",Denise St. Jean,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20825&GroupID=SUMMARIES
11506,GSK,Review of the relation of parasite density and symptomatic disease in malaria infections,World Health Organization,Jane Cunningham,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21098&GroupID=SUMMARIES
11520,Sanofi,"Tripartite Estimands for Adherence Causal Inference in Clinical Trials, With Applications for the Development of COVID-19 Treatments","Statistics, Purdue University",Arman Sabbaghi,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20881&GroupID=SUMMARIES
11529,Sanofi,B cells and disease activity and anti-drug responses prior to and following alemtuzumab infusion for multiple sclerosis,Blizard Institute Barts and the London School of Medicine Queen Mary University of London,David Baker,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20824&GroupID=SUMMARIES
11560,GSK,Emotional blunting by mechanism of second-generation antidepressants: comparing bupropion and serotonin reuptake inhibitors,"University of Saskatchewan, Department of Psychiatry",Dr. Evyn Peters,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20823&GroupID=SUMMARIES
11593,Sanofi,Update of individual data meta-analysis of intra-articular corticosteroids in knee and hip osteoarthritis ,"Institute of Bone and Joint Research, University of Sydney Department of Rheumatology, Royal North Shore Hospital. Sydney, Australia",Dr Shirley Yu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20938&GroupID=SUMMARIES
11597,"Astellas, GSK, Novartis",Inferential reproducibility of therapeutic research: a registered report for a cross-sectional study of RCTs available on major data-sharing platforms,Psychiatrist at CHU Rennes and Professor at Université de Rennes 1,Florian Naudet,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21049&GroupID=SUMMARIES
11627,GSK,Validation of the diabetes Chronic Kidney Disease (CKD) and Heart Failure (HF) model in the HARMONY Outcomes trial,Tulane University School of Public Health and Tropical Medicine,Lizheng Shi,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20848&GroupID=SUMMARIES
11654,"GSK, Sanofi",An individual participant data meta-analysis to evaluate a new category of hypoglycemic drugs (GLP-1RAs) on type 2 diabetes mellitus patient sub-groups,"School of public health, Peking University",Feng Sun,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20872&GroupID=SUMMARIES
11673,GSK,Examination of new systemic lupus erythematosus (SLE) activity index development,"Department of Rheumatology, Kobe City Medical Center General Hospital",Shuji Sumitomo,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20931&GroupID=SUMMARIES
11683,"GSK, Novartis",A systematic review of the steroid sparing effect of biologicals in severe asthma,"EPIUnit - Instituto de Saúde Pública, Universidade do Porto, Portugal & Faculdade de Medicina da Universidade do Porto, Portugal & Centro Hospitalar São João, Porto, Portugal",André Moreira,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20992&GroupID=SUMMARIES
11697,GSK,Modelling approaches for antibody decay of malaria vaccines,Laboratory of Clinical Immunology and Microbiology National Institute of Allergy and Infectious Disease National Institutes of Health,Jennifer Kwan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20875&GroupID=SUMMARIES
11714,Novartis,The Difference Between Cystatin C- and Creatinine- Based Assessment of Renal Function in Heart Failure Patients: Insights From PARADIGM-HF and RELAX-AHF ,Columbia University Medical Center,Alberto Pinsino,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21125&GroupID=SUMMARIES
11730,Astellas,Promising subgroup identification method based on biomarkers for precision medicine.,"Biostatistics department of Public Health school, Harbin Medical University, China",Kang Li,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20935&GroupID=SUMMARIES
11731,GSK,Assessing the impact of season and schedule of vaccination on the immunogenicity of childhood vaccines,Max Planck Institute for Infection Biology,Sarah Kramer,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21014&GroupID=SUMMARIES
11772,ViiV,Determining an optimal pharmacokinetic target for dolutegravir ,"Pharmacometrics Laboratory, Division of Clinical Pharmacology, The University of Cape Town.",Aida N Kawuma,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20876&GroupID=SUMMARIES
11795,Novartis,The effects of systemic anti-infective concomitant medications on progression of neurological diseases,experimind ,Chaim Singal ,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20936&GroupID=SUMMARIES
11798,"Eisai, GSK, Novartis",What are the re-identification risk scores of publicly available anonymised clinical trial datasets? ,Edinburgh Clinical Trials Unit - The University of Edinburgh,Aryelly Rodriguez,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21082&GroupID=SUMMARIES
11801,Sanofi,Regulatory decision criteria on the suitability of the glycated hemoglobin level (HbA1c) as a surrogate for cardiac events. ,Hochschule Koblenz - RheinAhrCampus Fachbereich Mathematik und Technik,Malwina Mackowiak,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20932&GroupID=SUMMARIES
11808,GSK,Evaluating the role of stochasticity in the clearance of HPV infections in young adults.,"MIVEGEC department, CNRS (Montpellier, France)",Samuel ALIZON,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21062&GroupID=SUMMARIES
11833,"GSK, Novartis","Development, Validation, and Implementation of an Individualized Risk Prediction Tool for Exacerbations in Severe Asthma",National University of Singapore,Wenjia Chen,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21061&GroupID=SUMMARIES
11874,GSK,Examine the efficacy and safety of Belimumab in treatment of newly diagnosed Systemic Lupus Erythematosus in Chinese population,Peking Uion Medical College Hospital,Xiaomei Leng ,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21015&GroupID=SUMMARIES
11879,GSK,Predicting individual treatment effects with machine learning in IMPACT,"University Hospitals Leuven Department of Respiratory Diseases Research Laboratory BREATHE, Department CHROMETA, KU Leuven Herestraat 49 3000 Leuven Belgium",Wim Janssens,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21052&GroupID=SUMMARIES
11915,GSK,Artificial Intelligence Algorithms for Analysis of Geographic Atrophy ,"Dept of Ophthalmology and Visual Sciences, University of Wisconsin, Madison.  ",Amitha Domalpally,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21016&GroupID=SUMMARIES
11927,GSK,EVALUATION OF THE EFFECTS OF CARDIOVASCULAR DRUGS ON SURVIVAL AND EXACERBATIONS IN PEOPLE WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE ,University of Cambridge & Cambridge University Hospitals NHS Foundation Trust,Marie Fisk,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21144&GroupID=SUMMARIES
11950,"GSK, Novartis",Making real world predictions for clinical outcomes in Relapsing-Remitting Multiple Sclerosis,"Institute of Social and Preventive Medicine, University of Bern, Bern, Switzerland",Georgia Salanti,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21102&GroupID=SUMMARIES
11973,Novartis,Evaluation of acute changes in kidney function with serelaxin in acute heart failure,"Tufts Medical Center, Tufts University School of Medicine","Wendy McCallum, MD, MS",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21050&GroupID=SUMMARIES
11995,GSK,Study to Evaluate Plasmodium vivax malaria pharmacometric Responses in blood and liver staGes to Eight AminoquinoliNe Treatments (SARGEANT),Mahidol Oxford Tropical Medicine Research Unit,Nicholas J White,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21051&GroupID=SUMMARIES
11996,GSK,A Hidden Markov Modelling Approach for Measuring Migraine Treatment Success,University of Illinois at Urbana-Champaign,Eric A. Wayman,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21081&GroupID=SUMMARIES
11998,GSK,Prediction of efficacy and tolerability of antidepressants and mood stabilizers,"Department of Psychiatry and Psychotherapy, Charité Campus Mitte, Charité Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, Berlin, Germany",Lasse Brandt,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21095&GroupID=SUMMARIES
12004,Novartis,Surgical Margin Distance in Head and Neck Squamous Cell Carcinoma,"Karmanos Cancer Institute, Wayne State Univeristy","John David Cramer, MD, FACS",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21013&GroupID=SUMMARIES
12016,GSK,Do psychometrics matter? The effects of advanced psychometric analyses on depression randomised trial outcomes,Royal College of Surgeons in Ireland,Frank Doyle,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21076&GroupID=SUMMARIES
12023,GSK,A Machine Learning Approach Identifies Modulators of Albiglutide on Preventing Cardiovascular and Renal Outcomes in People with Type 2 Diabetes: A Revisit to the HARMONY trial,&#9; University of Florida College of Pharmacy,Hui Shao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21078&GroupID=SUMMARIES
12036,Novartis,Summarising the therapeutic and adverse effects of anticancer medicines according to race and sex: pooled analysis of clinical trials of contemporary treatments for solid tumours_Novartis_032022,Flinders University,Dr Ashley Hopkins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21060&GroupID=SUMMARIES
12051,Novartis,Systemic pharmacological treatments for chronic plaque psoriasis: A Systematic Review and an Individual-Patient Data Network Meta-Analysis of Randomized Controlled Trials,University Paris Est Creteil (UPEC),Emilie Sbidian,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21080&GroupID=SUMMARIES
12088,Novartis,Using modern causal inference methods to enhance the generalisability of randomised controlled trial evidence by leveraging observational data: the case of Deferasirox® for managing iron overload in transfusion dependent lower-risk myelodysplastic syndrome (LR-MDS) patients,"Centre for Health Economics, University of York, UK",Andrea Manca,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21099&GroupID=SUMMARIES
12095,GSK,Interpersonal sensitivity and response to selective serotonin reuptake inhibitors,"Department of Psychiatry, University of Saskatchewan","Dr. Evyn Peters, MD, FRCPC, MSc",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21083&GroupID=SUMMARIES
12126,Novartis,SPondyloarthritis: EARly Definition (ASAS-SPEAR): Analysis of Symptom Duration Thresholds Using Pooled Data from Randomized Controlled Trials,"Department of Rheumatology, Leiden University Medical Center, Leiden, the Netherlands. Department of Rheumatology, Zuyderland Medical Center, Heerlen, the Netherlands",Sofia Ramiro,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21077&GroupID=SUMMARIES
12132,"GSK, Novartis",The Incidence of Screen Failures Among African American Patients in Clinical Trials Due to Low White Blood Cell Counts,Stanford University,Matthew Baker,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21145&GroupID=SUMMARIES
12135,GSK,Examining alternative core symptom inclusion criteria in randomized placebo-controlled trials for acute major depression,"Department of Psychiatry, University of Saskatchewan","Dr. Evyn Peters, MD, FRCPC, MSc",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21097&GroupID=SUMMARIES
12149,GSK,Developing a quantitative base for more effective and individualized ropinirole dosing regimen,"Faculty of Pharmacy, Jagiellonian University Medical College in Poland",Sebastian Polak,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21079&GroupID=SUMMARIES
12167,Novartis,ICS-RECODE: Predictors of treatment REsponse to inhaled corticosteroids (ICS) in COPD: randomised COntrolled trials individual participant Data re-Evaluation.,"1. North West Lung Centre, Manchester University NHS Foundation Trust. 2. Division of Immunology, Immunity to Infection & Respiratory Medicine, The University of Manchester.",Alexander G Mathioudakis,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21131&GroupID=SUMMARIES
12178,GSK,Population Pharmacokinetic Study involving different formulations of Salbutamol,"OncoPharma Research Group, Center for Health Technology and Services Research (CINTESIS), Rua Doutor Plácido da Costa, 4200-450 Porto, Portugal CINTESIS@RISE, Faculty of Medicine, University of Porto, Alameda Professor Hernâni Monteiro, 4200-319 Porto, Portugal Department of Community Medicine, Health Information and Decision (MEDCIDS), Faculty of Medicine, University of Porto, Rua Doutor Plácido da Costa, 4200-450 Porto, Portugal",Nuno Filipe de Sousa Vale,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21107&GroupID=SUMMARIES
12205,Novartis,Pretreatment Lymphocyte Count and Response to Concurrent Chemoradiation in Head and Neck Cancer,"Karmanos Cancer Institute, Wayne State University","John Cramer, MD, FACS",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21101&GroupID=SUMMARIES
12227,Novartis,What is the most clinically significant endpoint for CAR-T therapeutic approach to achieve effective results for lymphoma patients: should we consider CAR-T cell therapy as a drug or as a therapeutic pathway?,"ALMA MATER STUDIORUM - Università di Bologna, Department of Medical and Surgical Sciences",Lisa Argnani,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21105&GroupID=SUMMARIES
12243,Novartis,Validation of a Personalised Axial Spondyoarthritis Metrology Index Using Data from Clinical Trials.  ,"Care and Public Health Research Institute CAPHRI, Maastricht, the Netherlands",Dafne Capelusnik,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21163&GroupID=SUMMARIES
12254,Novartis,Analysis of spleen volume kinetics with outcomes in patients with myelofibrosis treated with JAK inhibitors,"Leukemia Service, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA ","Raajit Rampal, MD, PhD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21198&GroupID=SUMMARIES
12282,Novartis,Selection of comparable subjects from different treatment groups when randomization is not feasible,"Business Transformation Solutions Global Business Solutions   Novartis Healthcare Pvt. Ltd. Salarpuria-Sattva Knowledge City Raidurg, Rangareddy District Madhapur / Hyderabad, Rangareddy 500008 ",SHYAM BIHARI TIWARI,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21130&GroupID=SUMMARIES
12305,"GSK, Novartis",Effectiveness of different treatments in Chronic obstructive pulmonary disease patients: an individual patient data pooled analysis of RCTs,"National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University",Zihui Wang,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21124&GroupID=SUMMARIES
12306,Novartis,"Mathematical modeling of patient-specific multiphasic dynamics of CAR-T cells, their interaction with healthy B cells, and the development of resistance.",National Laboratory for Scientific Computing in Brazil (LNCC),Regina Célia Cerqueira de Almeida,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21123&GroupID=SUMMARIES
12318,GSK,Persistent and isolated serum low C3 and lupus nephritis,Azienda Sanitaria Liguria 5- La Spezia (Italy),Lucio Manenti,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21129&GroupID=SUMMARIES
12369,Novartis,Machine learning-based identification of the target population for angiotensin-neprilysin inhibition given its heterogeneous treatment effect: a post-hoc analysis of the PARADIGM-HF and PARAGON-HF trials,Columbia University Irving Medical Center,Itsuki Osawa,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21138&GroupID=SUMMARIES
12377,Novartis,Improving heart failure with reduced ejection fraction (HFpEF) treatment using a mathematical model of physiology,University of Mississippi Medical Center,John S. Clemmer,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21142&GroupID=SUMMARIES
12388,GSK,High-risk human papillomavirus genotyping concordance between paired cervical exfoliated cells and biopsies,"National Cancer Center & Cancer Hospital,Chinese Academy of Medical Sciences",Fanghui Zhao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21139&GroupID=SUMMARIES
12390,Novartis,Evaluating the impact of angiotensin receptor blocker use on the response to Icenticaftor. ,University of Kansas Medical Center Department of Internal Medicine,Matthias Salathe,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21162&GroupID=SUMMARIES
12410,Novartis,"Project 1: Comprehend common behavior patterns in different clinical trials, considering perspectives such as subject safety, study endpoints, and others. Project 2: Develop an algorithm(s) for the identification of &quot;Duplicated Subjects&quot;.",Cyntegrity Germany GmbH  ,Anastasia Shapovalova,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21143&GroupID=SUMMARIES
12414,GSK,Can a core set of disease activity domains define response in systemic lupus erythematosus clinical trials? An analysis of three Phase 3 randomised controlled trials of belimumab. ,Monash University School of Clinical Sciences ,Kathryn Connelly,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21161&GroupID=SUMMARIES
12427,GSK,A comparative study of anti-hypertensive drugs prediction models for the elderly based on machine learning algorithms,China Pharmaceutical University,Guo Yu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21141&GroupID=SUMMARIES
12428,Novartis,Association of Obesity and Incidence of Lung Cancer with Interleukin-1&#946; Antagonism,"Roswell Park Comprehensive Cancer center,  Jacobs School of Medicine and Biomedical Sciences, University at Buffalo Buffalo, New York, USA. 14201",SAI YENDAMURI,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21160&GroupID=SUMMARIES
12435,Novartis,Effectiveness and safety of janus kinase inhibitors in hospitalized patients with COVID-19: Systematic review and individual patient data meta-analysis of randomized trials,"1) CLEAR Methods Center, Division Clinical Epidemiology, Department Clinical Research, University Hospital Basel (Prof. M. Briel, MD PhD) 2) Oslo Center for Biostatistics and Epidemiology, Oslo University Hospital and University of Oslo, Oslo, Norway (Dr. Inge Olsen, PhD) 3) Bristol Medical School, Medical Statistics, University of Bristol, UK (Prof. Jonathan Sterne, PhD). This project is supported and reviewed by Prof. M. Briel, he is my main mentor. ",Alain Amstutz MD PhD,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21140&GroupID=SUMMARIES
12448,Novartis,PCSK9 and Heart Failure,University of Porto,Joao Pedro Ferreira MD PhD,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21200&GroupID=SUMMARIES
12456,Novartis,Systematic review and network meta-analysis of the efficacy and safety of systemic treatments in patients affected by chronic urticaria.,"1 Department of Health Research Methods, Evidence, and Impact, McMaster University, Hamilton, Ontario, Canada. 2 Evidence in Allergy Group, McMaster University, Hamilton, ON, Canada.  3 Division of Clinical Immunology and Allergy, Department of Medicine, McMaster University, Hamilton, Ontario, Canada. 4 The Research Institute of St. Joe's Hamilton, Hamilton, Ontario, Canada.",Derek Chu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21177&GroupID=SUMMARIES
12468,Novartis,Examining statistical methods that leverage the hierarchical structure of adverse events for signal detection in randomised controlled trials,"Pragmatic Clinical Trials Units, Queen Mary University of London",Laetitia de Abreu Nunes,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21216&GroupID=SUMMARIES
12480,"Astellas, GSK, Novartis",An empirical study of tumor markers in clinical routine: Applying different functional forms to continuous variable data,Institute of Clinical Biometrics Center for Medical Data Science Medical University of Vienna,Georg Heinze,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21199&GroupID=SUMMARIES
12489,Novartis,Exploring Sex-related Mechanisms of Psoriatic Arthritis response to advanced therapies (EXSEMP): Individual participant data (IPD) meta-analysis of randomized controlled trials of advanced therapies,"Women's College Hospital, University of Toronto  ",Lihi Eder,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21189&GroupID=SUMMARIES
12500,Novartis,Efficacy of Glucose-Lowering Drugs for Young-Onset Type 2 Diabetes: A Meta-Analysis of Individual Participant Data from Randomized Control Trials,"Toronto General Hospital, University Health Network   Director, Epidemiologic and Applied Research Lab in Young-Onset Diabetes (EARLY Diabetes)  Assistant Professor, Department of Medicine, University of Toronto ",Dr. Calvin Ke ,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21197&GroupID=SUMMARIES
12525,Novartis,Evaluating the Impact of Comorbidities on the Efficacy of Angiotensin Receptor-Neprilysin Inhibitor in Heart Failure Patients with Preserved Ejection Fraction,"Department of Cardiology, Yongin Severance Hospital, Yonsei University College of Medicine, South Korea",SungA Bae,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21164&GroupID=SUMMARIES
12566,Novartis,Examining Heterogeneity in Response to Disease-Modifying Therapy in Multiple Sclerosis,UT Southwestern Medical Center,Amber Salter,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21201&GroupID=SUMMARIES
12569,Novartis,Efficacy and safety of monoclonal antibodies in patients with uncontrolled asthma: a systematic review and network meta-analysis.,McMaster University ,Dr. Derek Chu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21215&GroupID=SUMMARIES
12612,Novartis,Development of an Automated Clinical Data Management and Analysis Platform for Streamlined Reporting and Regulatory Compliance,"K3-Innovations, Inc",Anil Mogha,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21202&GroupID=SUMMARIES
12697,Novartis,Validity and consistency of matching-adjusted indirect comparison (MAIC),"Delta Hat Limited, Nottingham, UK & Department of Statistics, University College London, London, UK",Anthony Hatswell,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=21217&GroupID=SUMMARIES
